Source Name	Comment [ENA_SAMPLE]	Comment [BIOSAMPLE]	Comment [Sample_description]	Characteristics [organism]	Characteristics [individual]	Characteristics [organism part]	Characteristics [cell type]	Characteristics [phenotype]	Characteristics [disease]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment [single cell isolation]	Comment [input molecule]	Comment [library construction]	Comment [end bias]	Comment [primer]	Comment [LIBRARY_STRAND]	Comment [LIBRARY_LAYOUT]	Comment [LIBRARY_SOURCE]	Comment [LIBRARY_STRATEGY]	Comment [LIBRARY_SELECTION]	Comment [INSTRUMENT_MODEL]	Assay Name	Comment [technical replicate group]	Comment [ENA_EXPERIMENT]	Comment [Platform_title]	Technology Type	Protocol REF	Protocol REF	Scan Name	Comment [ENA_RUN]	Comment [FASTQ_URI]	FactorValue [single cell identifier]	FactorValue [disease]	FactorValue [stimulus]
GSM3038253 1	SRS3036058	SAMN08687924	34_5_C01_L6_R1_001_qJr7a09WXaow	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038253 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038253	not applicable	SRX3782801	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826621	SRR6826621	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6826621/SRR6826621.fastq.gz	Latency_model_SAHA_cell_87	normal	SAHA reactivation
GSM3038252 1	SRS3036057	SAMN08687925	34_3_C52_L6_R1_001_4FMsxHAZWdCS	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038252 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038252	not applicable	SRX3782800	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826620	SRR6826620	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6826620/SRR6826620.fastq.gz	Latency_model_SAHA_cell_86	normal	SAHA reactivation
GSM3038251 1	SRS3036056	SAMN08687926	34_2_C96_L6_R1_001_7ILqbBm6Sdig	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038251 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038251	not applicable	SRX3782799	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826619	SRR6826619	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6826619/SRR6826619.fastq.gz	Latency_model_SAHA_cell_85	normal	SAHA reactivation
GSM3038250 1	SRS3036055	SAMN08687844	34_2_C95_L6_R1_001_8M8wA5ZmfyUr	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038250 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038250	not applicable	SRX3782798	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826618	SRR6826618	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6826618/SRR6826618.fastq.gz	Latency_model_SAHA_cell_84	normal	SAHA reactivation
GSM3038249 1	SRS3036053	SAMN08687845	34_2_C82_L6_R1_001_KiM2ajJxV1it	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038249 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038249	not applicable	SRX3782797	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826617	SRR6826617	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6826617/SRR6826617.fastq.gz	Latency_model_SAHA_cell_83	normal	SAHA reactivation
GSM3038248 1	SRS3036054	SAMN08687846	34_2_C70_L6_R1_001_VYtaSdOdqhXh	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038248 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038248	not applicable	SRX3782796	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826616	SRR6826616	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6826616/SRR6826616.fastq.gz	Latency_model_SAHA_cell_82	normal	SAHA reactivation
GSM3038247 1	SRS3036051	SAMN08687847	34_2_C49_L6_R1_001_6xWK03z58DNr	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038247 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038247	not applicable	SRX3782795	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826615	SRR6826615	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6826615/SRR6826615.fastq.gz	Latency_model_SAHA_cell_81	normal	SAHA reactivation
GSM3038246 1	SRS3036052	SAMN08687848	34_2_C08_L6_R1_001_DMz0yJJOYHHa	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038246 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038246	not applicable	SRX3782794	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826614	SRR6826614	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6826614/SRR6826614.fastq.gz	Latency_model_SAHA_cell_80	normal	SAHA reactivation
GSM3038245 1	SRS3036049	SAMN08687849	34_1d_C85_L6_R1_001_RNVSTODYVmdx	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038245 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038245	not applicable	SRX3782793	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826613	SRR6826613	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6826613/SRR6826613.fastq.gz	Latency_model_SAHA_cell_79	normal	SAHA reactivation
GSM3038244 1	SRS3036050	SAMN08687850	34_1d_C67_L6_R1_001_rmFR9hAVKDHj	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038244 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038244	not applicable	SRX3782792	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826612	SRR6826612	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6826612/SRR6826612.fastq.gz	Latency_model_SAHA_cell_78	normal	SAHA reactivation
GSM3038243 1	SRS3036048	SAMN08687851	34_1d_C61_L6_R1_001_4DPVUY5e4Ktz	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038243 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038243	not applicable	SRX3782791	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826611	SRR6826611	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6826611/SRR6826611.fastq.gz	Latency_model_SAHA_cell_77	normal	SAHA reactivation
GSM3038242 1	SRS3036047	SAMN08687630	34_1d_C47_L6_R1_001_Ty1ys0DmC59o	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038242 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038242	not applicable	SRX3782790	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826610	SRR6826610	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6826610/SRR6826610.fastq.gz	Latency_model_SAHA_cell_76	normal	SAHA reactivation
GSM3038241 1	SRS3036046	SAMN08687631	34_1_C93_L6_R1_001_JnH3pb76wWOf	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038241 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038241	not applicable	SRX3782789	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826609	SRR6826609	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6826609/SRR6826609.fastq.gz	Latency_model_SAHA_cell_75	normal	SAHA reactivation
GSM3038240 1	SRS3036045	SAMN08687632	34_1_C92_L6_R1_001_etNV6zlYKmQw	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038240 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038240	not applicable	SRX3782788	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826608	SRR6826608	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6826608/SRR6826608.fastq.gz	Latency_model_SAHA_cell_74	normal	SAHA reactivation
GSM3038239 1	SRS3036044	SAMN08687633	34_1_C90_L6_R1_001_YG6sXb1wWD8X	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038239 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038239	not applicable	SRX3782787	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826607	SRR6826607	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6826607/SRR6826607.fastq.gz	Latency_model_SAHA_cell_73	normal	SAHA reactivation
GSM3038238 1	SRS3036043	SAMN08687634	34_1_C89_L6_R1_001_3sjfazBWKLO0	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038238 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038238	not applicable	SRX3782786	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826606	SRR6826606	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6826606/SRR6826606.fastq.gz	Latency_model_SAHA_cell_72	normal	SAHA reactivation
GSM3038237 1	SRS3036042	SAMN08687635	34_1_C88_L6_R1_001_L4njazqWebPv	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038237 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038237	not applicable	SRX3782785	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826605	SRR6826605	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6826605/SRR6826605.fastq.gz	Latency_model_SAHA_cell_71	normal	SAHA reactivation
GSM3038236 1	SRS3036041	SAMN08687636	34_1_C87_L6_R1_001_awrnD7RIs4PC	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038236 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038236	not applicable	SRX3782784	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826604	SRR6826604	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6826604/SRR6826604.fastq.gz	Latency_model_SAHA_cell_70	normal	SAHA reactivation
GSM3038235 1	SRS3036040	SAMN08687637	34_1_C86_L6_R1_001_87Dsu06Fe1RZ	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038235 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038235	not applicable	SRX3782783	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826603	SRR6826603	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6826603/SRR6826603.fastq.gz	Latency_model_SAHA_cell_69	normal	SAHA reactivation
GSM3038234 1	SRS3036038	SAMN08687638	34_1_C83_L6_R1_001_JhNTakGguQtH	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038234 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038234	not applicable	SRX3782782	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826602	SRR6826602	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6826602/SRR6826602.fastq.gz	Latency_model_SAHA_cell_68	normal	SAHA reactivation
GSM3038233 1	SRS3036036	SAMN08687639	34_1_C81_L6_R1_001_2pe3kezmBsEb	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038233 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038233	not applicable	SRX3782781	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826601	SRR6826601	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6826601/SRR6826601.fastq.gz	Latency_model_SAHA_cell_67	normal	SAHA reactivation
GSM3038232 1	SRS3036037	SAMN08687640	34_1_C78_L6_R1_001_hzHGvYdNilvU	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038232 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038232	not applicable	SRX3782780	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826600	SRR6826600	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6826600/SRR6826600.fastq.gz	Latency_model_SAHA_cell_66	normal	SAHA reactivation
GSM3038231 1	SRS3036035	SAMN08687641	34_1_C77_L6_R1_001_FTSgmPzEfIEt	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038231 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038231	not applicable	SRX3782779	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826599	SRR6826599	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6826599/SRR6826599.fastq.gz	Latency_model_SAHA_cell_65	normal	SAHA reactivation
GSM3038230 1	SRS3036033	SAMN08687642	34_1_C75_L6_R1_001_tDmZnq28Islx	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038230 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038230	not applicable	SRX3782778	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826598	SRR6826598	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6826598/SRR6826598.fastq.gz	Latency_model_SAHA_cell_64	normal	SAHA reactivation
GSM3038229 1	SRS3036034	SAMN08687645	34_1_C73_L6_R1_001_75HylCkahleZ	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038229 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038229	not applicable	SRX3782777	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826597	SRR6826597	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6826597/SRR6826597.fastq.gz	Latency_model_SAHA_cell_63	normal	SAHA reactivation
GSM3038228 1	SRS3036032	SAMN08687646	34_1_C72_L6_R1_001_NnzOA9JdfsYT	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038228 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038228	not applicable	SRX3782776	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826596	SRR6826596	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6826596/SRR6826596.fastq.gz	Latency_model_SAHA_cell_62	normal	SAHA reactivation
GSM3038227 1	SRS3036031	SAMN08687647	34_1_C71_L6_R1_001_kZyInhurd5ft	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038227 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038227	not applicable	SRX3782775	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826595	SRR6826595	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6826595/SRR6826595.fastq.gz	Latency_model_SAHA_cell_61	normal	SAHA reactivation
GSM3038226 1	SRS3036030	SAMN08687648	34_1_C69_L6_R1_001_hAo6X6R59alh	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038226 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038226	not applicable	SRX3782774	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826594	SRR6826594	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6826594/SRR6826594.fastq.gz	Latency_model_SAHA_cell_60	normal	SAHA reactivation
GSM3038225 1	SRS3036029	SAMN08687649	34_1_C68_L6_R1_001_sUtpWnupsdFD	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038225 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038225	not applicable	SRX3782773	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826593	SRR6826593	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6826593/SRR6826593.fastq.gz	Latency_model_SAHA_cell_59	normal	SAHA reactivation
GSM3038224 1	SRS3036027	SAMN08687643	34_1_C66_L6_R1_001_89e1VOEZD8mi	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038224 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038224	not applicable	SRX3782772	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826592	SRR6826592	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6826592/SRR6826592.fastq.gz	Latency_model_SAHA_cell_58	normal	SAHA reactivation
GSM3038223 1	SRS3036026	SAMN08687644	34_1_C65_L6_R1_001_DkZkLG546aqd	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038223 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038223	not applicable	SRX3782771	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826591	SRR6826591	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6826591/SRR6826591.fastq.gz	Latency_model_SAHA_cell_57	normal	SAHA reactivation
GSM3038222 1	SRS3036025	SAMN08687650	34_1_C64_L6_R1_001_yUouQkpuE8XT	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038222 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038222	not applicable	SRX3782770	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826590	SRR6826590	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6826590/SRR6826590.fastq.gz	Latency_model_SAHA_cell_56	normal	SAHA reactivation
GSM3038221 1	SRS3036024	SAMN08687651	34_1_C63_L6_R1_001_0lH78QSTwQMz	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038221 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038221	not applicable	SRX3782769	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826589	SRR6826589	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6826589/SRR6826589.fastq.gz	Latency_model_SAHA_cell_55	normal	SAHA reactivation
GSM3038220 1	SRS3036061	SAMN08687652	34_1_C62_L6_R1_001_rBogN17YkzVX	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038220 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038220	not applicable	SRX3782768	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826588	SRR6826588	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6826588/SRR6826588.fastq.gz	Latency_model_SAHA_cell_54	normal	SAHA reactivation
